Sun Mar  5 22:17:58 2023    output.dat

         154435388 function calls (149192969 primitive calls) in 851.703 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      814    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/_api/__init__.py:101(check_in_list)
       68    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1845(_write_end_record)
       64    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/vtkmodules/util/numpy_support.py:186(numpy_to_vtkIdTypeArray)
       68    0.000    0.000    0.008    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1778(writestr)
       68    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1144(close)
     2239    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      136    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:409(FileHeader)
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/integrators/integrator_types.py:56(order)
        1    0.000    0.000    0.004    0.004 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:6146(__init__)
       54    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/artist.py:180(__init__)
      796    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/os.py:748(encode)
     1348    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/__init__.py:674(_get)
      331    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:171(<listcomp>)
      124    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/dataset.py:113(__getattr__)
      128    0.000    0.000    0.007    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:368(edge_color)
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/ma/core.py:6425(isMaskedArray)
      338    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1994(_setattr_cm)
       19    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/lines.py:272(__init__)
        1    0.000    0.000    0.000    0.000 {method 'SetWindowName' of 'vtkmodules.vtkRenderingOpenGL2.vtkCocoaRenderWindow' objects}
      333    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/fromnumeric.py:601(transpose)
       66    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/dataset.py:104(__init__)
     2861    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/param/parameterized.py:1557(__iter__)
      333    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/_methods.py:54(_any)
     1728    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3117(_ndim_dispatcher)
        2    0.000    0.000    0.012    0.006 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/regression.py:41(run_image_filter)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/scipy/sparse/_base.py:1301(isspmatrix)
       68    0.000    0.000    0.010    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:71(zipCompression)
      331    0.000    0.000    0.120    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:782(method)
       64    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/cells.py:41(numpy_to_idarr)
        3    0.000    0.000    0.000    0.000 {method 'ResetCameraClippingRange' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
       63    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/pointset.py:469(__init__)
      131    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:1271(__init__)
       68    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1218(__init__)
      252    0.000    0.000    0.000    0.000 {method 'GetPoints' of 'vtkmodules.vtkCommonDataModel.vtkPointSet' objects}
      149    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1765(<dictcomp>)
       64    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/_asarray.py:22(require)
      374    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/actor.py:143(prop)
      189    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/copy.py:66(copy)
      131    0.000    0.000    0.029    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:696(__init__)
   198/15    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/copy.py:128(deepcopy)
      190    0.000    0.000    0.000    0.000 {method 'GetLines' of 'vtkmodules.vtkCommonDataModel.vtkPolyData' objects}
      753    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.003    0.002 /Users/rasmus/Master Thesis/My Repositories/67P-Swarm/67p_swarm/mesh_utility.py:12(read_pk_file)
      128    0.000    0.000    0.000    0.000 {method 'GetMapper' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
      331    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:519(t)
      131    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:243(__init__)
      335    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numeric.py:1873(isscalar)
      264    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/opts.py:23(from_any)
      131    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/transforms.py:194(set_children)
       68    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
      195    0.000    0.000    0.000    0.000 {method 'GetPointData' of 'vtkmodules.vtkCommonDataModel.vtkDataSet' objects}
        1    0.000    0.000    0.000    0.000 {method 'SetInteractorStyle' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
       68    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1576(_open_to_write)
       64    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:93(getScalars)
     1022    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      331    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:771(__get_integrator_mask)
        1    0.000    0.000    0.001    0.001 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numeric.py:2354(within_tol)
     1324    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:776(method)
     1205    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     1348    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fc9fd6baee0}
      496    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numerictypes.py:582(<listcomp>)
       43    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/text.py:185(_reset_visual_defaults)
      196    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
      129    0.000    0.000    0.000    0.000 {method 'GetVerts' of 'vtkmodules.vtkCommonDataModel.vtkPolyData' objects}
       72    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/param/parameterized.py:1565(__contains__)
       29    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/base.py:187(<listcomp>)
       64    0.000    0.000    0.000    0.000 {method 'GetInputDataObject' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
       69    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1656    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/artist.py:851(get_animated)
      332    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
  683/544    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/traitlets/traitlets.py:692(__get__)
      192    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:198(cacheDataArray)
        3    0.000    0.000    0.041    0.014 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:1216(rendererSerializer)
        1    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/pyvista_ndarray.py:59(__setitem__)
      177    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/contextlib.py:82(__init__)
       66    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:571(atol)
      326    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:396(wrapId)
       66    0.000    0.000    0.114    0.002 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:1777(render)
      448    0.000    0.000    0.000    0.000 {method 'IsA' of 'vtkmodules.vtkRenderingCore.vtkDataSetMapper' objects}
        6    0.000    0.000    0.005    0.001 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/axis.py:58(__init__)
       68    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
  619/527    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/traitlets/traitlets.py:654(get)
      594    0.000    0.000    0.000    0.000 {method 'GetClassName' of 'vtkmodules.vtkCommonCore.vtkObjectBase' objects}
      128    0.000    0.000    0.000    0.000 {method 'GetTable' of 'vtkmodules.vtkCommonCore.vtkLookupTable' objects}
      724    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
      129    0.000    0.000    0.000    0.000 {method 'GetPolys' of 'vtkmodules.vtkCommonDataModel.vtkPolyData' objects}
        1    0.000    0.000    0.001    0.001 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numeric.py:2273(isclose)
   155/97    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
        2    0.000    0.000    0.010    0.005 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:2699(add_mesh)
      132    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:719(interpolation)
      282    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/colors.py:937(float_rgba)
      335    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/enum.py:748(name)
       66    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/dataobject.py:26(__init__)
       64    0.000    0.000    0.000    0.000 {method 'SetScale' of 'vtkmodules.vtkRenderingCore.vtkProp3D' objects}
      282    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/colors.py:963(float_rgb)
      128    0.000    0.000    0.009    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:343(edge_color)
      262    0.000    0.000    0.016    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:1067(tube_color)
      128    0.000    0.000    0.009    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:305(color)
      333    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/artist.py:417(pchanged)
      262    0.000    0.000    0.016    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:1099(slider_color)
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numeric.py:72(_zeros_like_dispatcher)
       18    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/pathlib.py:64(parse_parts)
        1    0.000    0.000   24.102   24.102 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pygmo/__init__.py:249(_population_init)
       64    0.000    0.000    0.091    0.001 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/mapper.py:369(__init__)
        1    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/core/pointset.py:1354(_from_arrays)
      131    0.000    0.000    0.011    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:833(__init__)
        1    0.000    0.000    0.002    0.002 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/renderer.py:389(bounds)
       55    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/font_manager.py:588(__init__)
      391    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       51    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/bokeh/core/has_props.py:558(_overridden_defaults)
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/scipy/linalg/_misc.py:181(_datacopied)
      481    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/vtk.py:273(get_color_mappers)
       67    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/bokeh/core/property/bases.py:341(prepare_value)
      136    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1823(close)
      129    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1755(ravel)
       16    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/inspect.py:2901(_bind)
       83    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/font_manager.py:807(set_size)
       19    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/text.py:132(__init__)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       64    0.000    0.000    0.000    0.000 {method 'SetCells' of 'vtkmodules.vtkCommonDataModel.vtkCellArray' objects}
       64    0.000    0.000    0.000    0.000 {method 'AddActor' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
       14    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/lib/function_base.py:1319(diff)
      124    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/_api/__init__.py:65(check_isinstance)
       64    0.000    0.000    0.040    0.001 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:672(genericActorSerializer)
       11    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/traitlets/traitlets.py:1886(traits)
       62    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numerictypes.py:597(find_common_type)
      156    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/transforms.py:1764(__init__)
      177    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/contextlib.py:117(__exit__)
       14    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/ticker.py:2010(_validate_steps)
       64    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/actor.py:92(name)
      131    0.000    0.000    0.010    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:456(__init__)
       64    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:1232(add_actor)
       64    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/cells.py:83(__init__)
    58/49    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/copy.py:258(_reconstruct)
       64    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:136(retrieveArrayName)
       68    0.000    0.000    0.005    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:1132(write)
      332    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/abc.py:96(__instancecheck__)
        1    0.000    0.000    0.225    0.225 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:6291(show)
        7    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/lines.py:654(recache)
      129    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/artist.py:1227(set)
       68    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       81    0.000    0.000    0.000    0.000 {method 'GetAddressAsString' of 'vtkmodules.vtkCommonCore.vtkObjectBase' objects}
      384    0.000    0.000    0.000    0.000 {method 'IsA' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
       64    0.000    0.000    0.019    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:1138(mergeToPolydataSerializer)
       68    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/zipfile.py:344(__init__)
      291    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/transforms.py:110(__init__)
       66    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:766(interpolation)
      262    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/themes.py:987(__init__)
       62    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/arrays.py:10(_coerce_pointslike_arg)
      129    0.000    0.000    0.000    0.000 {method 'SetVoidArray' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
      662    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/desolver/differential_system.py:557(rtol)
       64    0.000    0.000    0.000    0.000 {method 'SetLookupTable' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
      192    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/renderer.py:395(update_axis)
      192    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/colors.py:213(_is_nth_color)
      116    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/colors.py:265(to_rgba)
       64    0.000    0.000    0.000    0.000 {method 'SetData' of 'vtkmodules.vtkCommonCore.vtkPoints' objects}
      154    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/artist.py:103(_stale_axes_callback)
       78    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/plotting.py:855(renderer)
       72    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:190(__init__)
      129    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ravel)
      640    0.000    0.000    0.000    0.000 {method 'GetComponentName' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
      331    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/function_base.py:18(_linspace_dispatcher)
       64    0.000    0.000    0.003    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/cells.py:88(_set_cells)
       14    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/axis.py:351(_apply_params)
      192    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/re.py:188(match)
        1    0.000    0.000    0.007    0.007 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/bokeh/document/document.py:761(to_json_string)
       31    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/markers.py:327(_set_marker)
      272    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      330    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3308(_mean_dispatcher)
      194    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      192    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/pane/vtk/synchronizable_serializer.py:67(getJSArrayType)
       64    0.000    0.000    0.000    0.000 {method 'GetData' of 'vtkmodules.vtkCommonCore.vtkPoints' objects}
      192    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/re.py:289(_compile)
        5    0.000    0.000    0.001    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/lights.py:1114(from_vtk)
       42    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/font_manager.py:631(__hash__)
      177    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/contextlib.py:238(helper)
       64    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/numpy/core/numeric.py:149(ones)
      680    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
      128    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/plotting/_property.py:413(show_edges)
     17/4    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/panel/config.py:340(__getattribute__)
       43    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/matplotlib/transforms.py:2046(scale)
      133    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/vtkmodules/util/numpy_support.py:92(get_numpy_array_type)
       66    0.000    0.000    0.002    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/site-packages/pyvista/utilities/algorithms.py:64(set_algorithm_input)
      177    0.000    0.000    0.000    0.000 /Users/rasmus/opt/anaconda3/envs/67p_swarm/lib/python3.8/contextlib.py:108(__enter__)
       64    0.000    0.000    0.000    0.000 {method 'GetFieldData' of 'vtkmodules.vtkCommonDataModel.vtkDataObject' objects}
       69    0.000    0.000    0.000    0.000 {method 'GetItemAsObject' of 'vtkmodules.vtkCommonCore.vtkCollection' objects}
